,Title,Acronym,Source,Rank,Note,DBLP,Primary FoR,Comments,Average Rating
3,International Workshop on Soft Computing Applications,SOFA,CORE2021,National: Romania,none,,4601,3,5.0
4,Current Trends in Theory and Practice of Computer Science,SOFSEM,CORE2021,B,none,sofsem,46,0,
5,Conference on Software in Telecommunications and Computer Networks,SOFTCOM,CORE2021,National: Croatia,none,softcom,4606,0,
6,"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools)",SoMeT,CORE2021,C,none,somet,4612,0,
7,ACM SIGOPS Symposium on Operating Systems Principles,SOSP,CORE2021,A*,none,sosp,4606,0,
8,Symposium On Usable Privacy and Security,SOUPS,CORE2021,B,none,soups,4608,0,
9,IEEE Symposium on Security and Privacy,SP,CORE2021,A*,none,sp,4604,0,
10,Symposium on Parallelism in Algorithms and Architectures,SPAA,CORE2021,A,none,spaa,4606,1,5.0
11,Software Process Improvement and Capability Determination,SPICE,CORE2021,C,none,,4612,1,5.0
12,International Symposium on String Processing and Information Retrieval,SPIRE,CORE2021,B,none,spire,4605,1,5.0
13,Software Product Lines Conference,SPLC,CORE2021,B,none,splc,4612,0,
14,ACM Symposium on Solid and Physical Modelling,SPM,CORE2021,B,none,,4607,0,
15,International Conference on Software Quality Management,SQM,CORE2021,C,none,,4612,0,
16,Symposium on Reliable Distributed Systems,SRDS,CORE2021,B,none,srds,4606,2,5.0
17,International Symposium on Search Based Software Engineering,SSBSE,CORE2021,B,none,ssbse,4612,0,
18,International Conference on Scientific and Statistical Data Base Management,SSDBM,CORE2021,B,none,ssdbm,4605,0,
19,Structural and Syntactical Pattern Recognition,SSPR,CORE2021,B,none,sspr,4603,0,
20,"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,CORE2021,C,none,sss,4604,0,
21,IFAC Conference on System Structure and Control,SSSC,CORE2021,C,none,,4612,0,
22,Australasian Speech Science and Technology,SST,CORE2021,Australasian C,none,,4602,0,
23,International Symposium on Spatial and Temporal Databases,SSTD,CORE2021,B,none,ssd,4601,0,
24,International Symposium on Theoretical Aspects of Computer Science,STACS,CORE2021,A,none,stacs,4613,2,4.0
25,ACM Symposium on Theory of Computing,STOC,CORE2021,A*,none,stoc,4613,1,5.0
26,International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,SYNASC,CORE2021,National: romania,none,synasc,4613,1,3.0
27,The ACM International System and Storage Conference,SYSTOR,CORE2021,National:Israel,none,systor,4606,0,
28,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,CORE2021,B,none,tableaux,4613,0,
29,Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2021,A,none,tacas,4612,1,5.0
30,Conference on Theory and Applications of Models of Computation,TAMC,CORE2021,B,none,tamc,4613,0,
31,International Conference on Tests and Proofs,TAP,CORE2021,C,none,tap,4612,0,
32,Richard Tapia Celebration of Diversity in Computing Conference,Tapia,CORE2021,National: USA,none,,46,0,
33,Theoretical Aspects of Rationality and Knowledge,TARK,CORE2021,A,none,tark,4613,0,
34,International Symposium on Theoretical Aspects of Software Engineering,TASE,CORE2021,National: China,none,tase,4612,0,
35,Theory of Cryptography Conference,TCC,CORE2021,A,none,tcc,4604,0,
36,International Conference on Technical Debt,TechDebt,CORE2021,NEW,none,techdebt2019.html,4612,0,
37,"Tangible, Embedded, and Embodied Interaction",TEI,CORE2021,A,none,tei,4608,0,
38,IEEE Region 10 Conference,Tencon,CORE2021,C,none,tencon,46,1,
39,International Symposium on Temporal Representation and Reasoning,TIME,CORE2021,B,none,time,4602,0,
40,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,CORE2021,B,none,ercimdl,4605,0,
41,International Visualization in Transportation Symposium,TRB,CORE2021,National: USA,none,,4608,0,
42,Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,CORE2021,National: China,none,tridentcom,4606,0,
43,"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,CORE2021,B,none,trustbus,4604,0,
44,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,CORE2021,B,none,trustcom,4604,1,4.0
45,Conference in Uncertainty in Artificial Intelligence,UAI,CORE2021,A,none,uai,4602,0,
46,"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,CORE2021,C,none,,4606,0,
47,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),UbiComp,CORE2021,journal published,none,huc,4608,0,
48,International Conference on Unconventional Computation and Natural Computation (was International Conference on Unconventional Computation),UC,CORE2021,C,none,uc,4613,0,
49,Utility and Cloud Computing,UCC,CORE2021,Unranked,none,ucc,4606,0,
0,International Conference on Ubiquitous Intelligence and Computing,UIC,CORE2021,B,none,uic,4606,0,
1,ACM Symposium on User Interface Software and Technology,UIST,CORE2021,A*,none,uist,4608,1,5.0
2,"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",UMAP,CORE2021,B,none,um,4608,2,5.0
3,Usable Security and Privacy,USEC,CORE2021,National: USA,none,,4604,0,
4,Usenix Annual Technical Conference,USENIX,CORE2021,A,none,usenix,4606,0,
5,Usenix Security Symposium,USENIX-Security,CORE2021,A*,none,uss,4604,0,
6,IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,CORE2021,B,none,vcip,4603,1,5.0
7,Conference on Visualization and Data Analysis,VDA,CORE2021,National: USA,none,vda,4608,0,
8,The International Conference on Verification and Evaluation of Computer and Communication Systems,VECoS,CORE2021,C,none,vecos,4606,0,
9,International Conference on Virtual Execution Environments,VEE,CORE2021,B,none,vee,4606,0,
10,International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,CORE2021,C,none,vehits,4606,0,
11,Visual Information Communication and Interaction,VINCI,CORE2021,C,none,vinci,4608,0,
12,"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,CORE2021,B,none,visigrapp,4603,0,
13,IEEE International Working Conference on Software Visualisation,VISSOFT,CORE2021,B,none,vissoft,4608,0,
14,International Workshop on Visualization for Cyber Security,VizSec,CORE2021,C,none,vizsec,4608,0,
15,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),VL/HCC,CORE2021,B,none,vl,4608,1,4.0
16,International Conference on Very Large Databases,VLDB,CORE2021,A*,none,vldb,4605,0,
17,International Conference on VLSI Design,VLSID,CORE2021,National: India,none,vlsid,4606,0,
18,"Verification, Model Checking and Abstract Interpretation",VMCAI,CORE2021,B,none,vmcai,4612,0,
19,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,CORE2021,A*,none,vr,4607,0,
20,ACM Virtual Reality Software and Technology,VRST,CORE2021,A,none,vrst,4607,0,
21,IEEE Vehicular Technology Conference,VTC,CORE2021,B,none,vtc,4606,1,5.0
22,International Workshop on Web and Wireless Geographical Information Systems,W2GIS,CORE2021,C,none,w2gis,4601,0,
23,Workshop on Algorithms in Bioinformatics,WABI,CORE2021,C,none,wabi,4601,0,
24,IEEE Workshop on Applications of Computer Vision,WACV,CORE2021,A,none,wacv,4603,1,5.0
25,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),WADS,CORE2021,B,none,wads,4613,0,
26,International Workshop on the Algorithmic Foundations of Robotics,WAFR,CORE2021,C,none,wafr,4602,0,
27,Workshop on the Arithmetic of Finite Fields,WAIFI,CORE2021,C,none,waifi,4613,0,
28,International Conference and Workshops on Algorithms and Computation,WALCOM,CORE2021,B,none,walcom,4613,0,
29,Workshop on Approximation and Online Algorithms,WAOA,CORE2021,B,none,waoa,4613,0,
30,Workshop on Algorithms And Models For The Web Graph,WAW,CORE2021,C,none,waw,4613,0,
31,Workshop on Computer Architecture Education,WCAE,CORE2021,National: USA,none,wcae,4608,0,
32,IEEE Wireless Communications and Networking Conference,WCNC,CORE2021,B,none,wcnc,4606,0,
33,Workshop on Computational Optimization,WCO,CORE2021,C,none,,4613,1,4.0
34,Wireless Days,WD,CORE2021,C,none,wd,4606,0,
35,International Conference on Web Information Systems and Technologies,WEBIST,CORE2021,C,none,webist,46,0,
36,International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,CORE2021,C,none,wetice,4606,1,5.0
37,International Workshop on Functional and Constraint Logic Programming,WFLP,CORE2021,C,none,wflp,4612,0,
38,International Workshop on Graph-Theoretic Concepts in Computer Science,WG,CORE2021,A,none,wg,4613,0,
39,IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,CORE2021,B,none,,4602,2,5.0
40,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2021,B,none,wimob,4606,1,5.0
41,International Conference on Wireless Networks and Mobile Communications,WINCOM,CORE2021,National:Morocco,none,wincom,4606,0,
42,"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,CORE2021,B,none,wiopt,4606,0,
43,International Workshop on Information Security Applications,WISA,CORE2021,National: korea,none,wisa,4604,0,
44,International Conference on Web Information Systems Engineering,WISE,CORE2021,B,none,wise,4605,0,
45,Workshop in Information Security Theory and Practices,WISTP,CORE2021,C,none,wistp,4604,0,
46,"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,CORE2021,National: USA,none,,46,0,
47,"Workshop on Logic, Language, Information and Computation",WoLLIC,CORE2021,B,none,wollic,4613,0,
48,World Conference on Information Systems and Technologies,WorldCIST,CORE2021,C,none,worldcist,46,11,4.9
49,"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,CORE2021,National: USA,none,,46,0,
0,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,CORE2021,B,none,wowmom,4606,59,4.9
1,Winter Simulation Conference,WSC,CORE2021,B,none,wsc,4602,0,
2,"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,CORE2021,National: Czecholslovakia,none,,4607,0,
3,ACM International Conference on Web Search and Data Mining,WSDM,CORE2021,A*,none,wsdm,4605,0,
4,International World Wide Web Conference,WWW,CORE2021,A*,none,www,4606,2,4.5
5,Conference on Agile Software Development,XP,CORE2021,B,none,xpu,4612,0,
